year,id1,id2
2006,8115,31311
2006,8115,52951
2006,8115,64709
1985,8116,46596
2006,8117,19781
2006,8120,50594
2016,8121,30332
2016,8121,65273
2012,8122,29214
2012,8122,45678
2006,8124,72030
2009,8125,9648
2009,8125,26655
2013,8125,27039
2008,8125,27575
2009,8125,27897
2008,8125,31681
2009,8125,34153
2009,8125,52600
2010,8125,54505
2009,8125,55258
2005,8126,55724
2010,8127,38052
2010,8127,60120
2004,8128,76515
2015,8129,14496
2016,8130,40857
2016,8130,55858
2000,8131,10739
2006,8131,16319
1997,8131,53672
2016,8132,8456
2016,8132,28887
2009,8132,32179
2006,8136,12312
2000,8137,38568
2004,8137,68427
2004,8138,17460
1999,8139,53697
2012,8140,29181
2005,8141,17015
2005,8141,31448
1999,8145,54463
2000,8146,69256
2013,8148,15605
2013,8148,18310
2013,8148,19943
2013,8148,26542
2013,8148,65508
2015,8149,17245
2016,8149,18386
2015,8149,28092
2016,8149,61655
2015,8149,65271
2014,8150,28782
2014,8150,32667
2006,8151,8819
2006,8151,57263
2014,8152,9236
2014,8152,39387
2003,8153,48975
2016,8154,37757
2016,8154,62430
2006,8155,21892
2006,8155,45970
2001,8157,8906
1997,8157,31413
1998,8159,15022
1998,8159,75014
2000,8161,77709
1998,8162,11308
2000,8162,75253
1998,8162,77338
2002,8163,38871
2005,8164,32146
2005,8164,51722
2016,8165,12670
2016,8165,80192
2001,8166,12693
2001,8166,33154
1993,8167,20470
2005,8168,14121
2014,8169,68792
2016,8170,74132
2004,8171,26654
1999,8171,30652
1999,8171,44272
2002,8172,32837
2003,8173,31093
2015,8174,63372
2016,8178,56987
2004,8179,8507
2006,8179,54984
2004,8179,71651
2002,8181,8532
2002,8181,24682
2004,8181,40081
2002,8181,42081
2002,8181,46542
2002,8181,47130
2002,8181,57663
2004,8181,71189
2014,8182,10027
2016,8182,19631
2012,8182,26067
2014,8182,27735
2012,8182,29127
2014,8182,31107
2014,8182,43712
2012,8182,53616
2010,8182,59866
2014,8182,60070
2006,8184,15499
2006,8184,27600
2006,8184,66535
2006,8184,73446
2002,8185,26399
2003,8187,48403
2002,8187,75678
2006,8188,54289
2003,8189,31642
2014,8190,63607
2016,8193,31647
2006,8194,17008
2006,8194,74997
1997,8198,38699
1968,8199,60155
2004,8200,8257
2011,8201,43146
2006,8203,37805
2012,8204,63323
2012,8204,79707
2009,8205,57886
2005,8206,43502
2006,8207,22065
2006,8207,60084
2006,8207,68968
2002,8209,55424
2004,8210,19531
2004,8210,36785
2004,8210,77820
1997,8213,33553
2004,8214,10120
2005,8214,23588
2006,8214,45756
2006,8214,69953
2006,8215,50483
2006,8215,51239
2014,8216,48346
2014,8216,60124
2004,8219,23267
2004,8219,44792
2003,8220,26044
2002,8221,17153
2002,8221,40433
2015,8222,75185
2016,8223,38907
2016,8223,57595
2005,8224,73871
2007,8225,21169
2006,8225,36637
2007,8225,36779
2005,8225,59622
2006,8225,78504
2006,8228,10875
2004,8228,44412
2004,8228,60604
2005,8230,56309
2005,8230,61317
2016,8230,63259
2004,8231,9573
2016,8233,27471
2002,8236,16574
2003,8236,31041
2004,8236,33825
2004,8236,73962
2006,8238,36805
2005,8240,24705
2001,8240,39645
2001,8240,48709
2000,8240,62386
2001,8240,70828
2001,8240,78337
2006,8241,32766
2001,8242,54846
2001,8242,59437
2005,8243,23709
1991,8245,32174
2003,8246,33272
1999,8247,19417
1999,8247,57017
2006,8248,14701
2002,8248,37883
2006,8248,47391
2006,8248,63237
2007,8250,55614
1997,8251,12584
1997,8251,77836
2012,8252,58192
2012,8253,30560
2016,8253,61418
1998,8254,36580
2016,8256,67430
2016,8256,73091
2004,8257,26347
2006,8257,62122
2004,8257,76765
2003,8259,8729
2002,8259,49957
2006,8259,62018
2013,8260,52087
2013,8260,53793
2016,8263,8780
2002,8264,30817
1988,8266,51628
2002,8268,46356
2005,8271,55335
2005,8272,16764
2002,8272,41950
2002,8272,67280
2002,8272,75579
2005,8272,79307
2015,8274,27383
2009,8274,34892
2004,8275,11020
2005,8275,16490
2005,8275,56991
2004,8276,28963
2015,8278,15038
1999,8279,18740
1999,8279,64460
1992,8282,9318
2004,8283,15189
2004,8283,16179
2006,8283,17226
2003,8283,58064
2003,8283,58538
2005,8284,9361
2003,8284,35525
2003,8284,60053
2005,8285,28933
2005,8285,71199
2005,8286,61105
2005,8287,29385
2005,8287,46438
2005,8287,74217
2014,8288,53864
2014,8288,69613
1999,8289,10241
1998,8289,24220
1999,8289,72539
2006,8290,21111
2006,8290,24688
2009,8290,69106
2015,8293,46513
2015,8293,50172
2015,8294,33787
2016,8295,11788
2015,8295,44982
2016,8295,51480
2016,8295,52906
2015,8295,63995
2015,8295,76781
2012,8297,57609
2012,8298,22004
1989,8299,24579
2002,8300,32268
2000,8302,63311
2006,8305,18337
2006,8305,46831
2006,8305,60365
2009,8307,40373
2007,8307,51004
2006,8309,14417
2006,8309,36622
2006,8309,37019
1998,8310,22420
1998,8310,41929
2013,8311,42534
2006,8315,62130
2014,8316,59213
2015,8319,31077
2003,8320,34541
2003,8320,62657
2002,8322,74300
2000,8323,23524
2000,8323,43028
2000,8323,56504
1999,8326,37470
2014,8327,64001
2012,8327,64729
2004,8328,27149
2015,8330,53758
2006,8331,35364
2006,8331,43297
2004,8331,66414
2004,8332,54135
2000,8334,33732
2001,8334,49377
2012,8336,22204
2012,8336,34475
2012,8336,39046
2007,8337,29699
2007,8337,36608
2007,8337,52014
1999,8338,26965
2016,8339,55450
2003,8340,39668
2003,8340,45230
2003,8340,58311
1990,8341,38680
2005,8344,18253
2003,8344,45084
2004,8346,62204
1997,8347,49438
1997,8347,73651
2006,8348,41338
2004,8349,18723
2001,8349,73389
2001,8349,76103
2005,8353,52744
2003,8355,8546
2003,8355,16249
2004,8355,26377
2004,8355,42432
2004,8355,57403
2012,8357,24412
2012,8357,26179
2012,8357,66443
1999,8358,16172
1964,8359,53824
2005,8361,51898
2005,8362,27799
2003,8362,34541
2014,8362,40561
2003,8362,41308
2016,8366,9168
2016,8366,9287
2016,8366,14122
2016,8366,31162
2016,8366,53436
2012,8366,60659
2002,8367,29797
2002,8371,36706
2002,8371,67798
2006,8372,59020
1997,8373,10406
2002,8374,39715
2001,8374,41975
2001,8374,43101
2002,8374,54680
2001,8374,67058
2002,8374,72818
2006,8376,35311
2003,8376,52460
2003,8376,58991
2006,8379,52734
1992,8380,54705
2004,8381,11918
2004,8381,13411
2004,8381,18764
2004,8381,54661
2006,8383,48469
2004,8387,17613
2004,8387,31856
2002,8387,71789
1998,8388,63082
2012,8389,37421
1998,8390,51766
2002,8390,52721
2004,8390,59243
2012,8391,38488
2016,8392,12456
2016,8392,42487
2007,8393,10853
2007,8393,32525
2007,8393,68917
1996,8394,11389
2006,8396,19796
1998,8399,53118
1998,8399,58471
2005,8399,65063
2004,8399,65937
2004,8400,38574
2012,8401,13224
2012,8401,24529
2012,8401,25993
2007,8401,64714
1999,8402,37402
1999,8402,67223
2000,8403,14376
1998,8403,37954
2006,8404,31284
1999,8406,29959
2016,8407,47728
2016,8407,67333
2000,8408,10739
1997,8408,52112
2002,8409,26043
2013,8411,27484
2014,8414,26984
2014,8414,41429
2005,8417,21457
2005,8417,32920
2001,8418,37234
2006,8419,31462
2004,8420,13449
2006,8421,62513
2006,8421,63692
2002,8422,78264
2006,8426,78017
2000,8427,17391
2005,8428,16407
2006,8428,22386
2005,8428,37605
2006,8428,54453
2015,8429,28787
2016,8429,62306
1996,8430,11310
2012,8431,60476
2012,8431,79326
2015,8433,23105
2015,8433,43219
2002,8438,48359
1996,8438,53577
2013,8439,27006
2013,8439,60349
2011,8440,64415
2004,8442,38502
2006,8444,15508
2015,8445,57501
2015,8448,11895
2015,8448,44904
2006,8450,9540
2011,8450,13471
2004,8450,28338
2011,8450,30081
2006,8450,45367
2004,8450,64491
2005,8451,25115
2006,8453,25267
2003,8453,32868
2006,8453,57413
2006,8453,58981
2015,8454,22270
1997,8455,19925
2016,8456,28887
1999,8457,76163
2011,8458,15169
2011,8458,29569
2006,8459,13831
2003,8463,26574
2001,8466,21386
2006,8470,63423
2016,8471,11189
2016,8471,24162
2006,8474,72805
2003,8475,29831
2001,8475,31834
2003,8476,68036
2015,8477,77981
1997,8478,36954
1995,8481,44917
2012,8481,57145
2006,8484,9691
2006,8484,54059
2005,8488,11512
2000,8488,31368
2005,8488,66415
2001,8489,28065
2005,8489,68309
2002,8490,77705
2005,8493,23511
2005,8493,51403
2015,8493,58520
2002,8494,39962
2006,8496,61877
2005,8498,32752
1997,8500,34412
2002,8500,55291
2005,8501,30836
2004,8501,64630
2004,8501,72483
2001,8503,39453
2001,8503,52370
2002,8503,67040
2006,8505,15019
2004,8507,71651
1997,8508,63084
1974,8509,60155
2002,8511,20916
2002,8511,36137
2006,8512,11034
2006,8512,28670
2006,8512,33709
2004,8513,50605
2004,8513,51183
2006,8514,28746
2005,8514,29267
2005,8514,51728
1999,8515,21198
2006,8518,29440
2001,8518,51278
2012,8518,80265
1997,8519,9275
2002,8519,37705
2002,8519,44155
1979,8520,40379
2016,8521,20083
2012,8521,34349
2016,8521,55024
2012,8521,75425
2004,8522,46280
2003,8522,52857
2005,8522,62421
2005,8522,74238
2005,8522,77937
2005,8523,60215
2004,8523,65501
2012,8524,51359
2004,8528,39630
2011,8530,12349
2002,8532,13961
2002,8532,39473
2002,8532,47130
2002,8532,47473
2002,8532,55422
2004,8532,58854
2002,8532,60817
2006,8532,61067
2004,8532,61238
2006,8533,25886
2004,8533,36916
1998,8533,52435
2010,8534,28135
2016,8534,29911
2011,8535,28878
2011,8535,54730
2011,8535,71706
2011,8535,72866
1997,8536,12502
1997,8536,13046
2014,8536,35516
2012,8536,47008
2017,8537,33448
2017,8537,74071
2011,8538,47667
2012,8540,13925
2012,8540,30809
2014,8541,63258
1966,8542,50638
2009,8544,16310
2000,8545,16618
2003,8546,49777
2003,8546,52207
2003,8546,65110
2014,8549,46160
2004,8550,39511
2004,8550,63441
2016,8551,25878
2005,8552,10230
2005,8552,53244
2013,8553,27265
2003,8554,40644
2016,8557,26561
2012,8557,43023
2012,8557,54370
2012,8557,69097
2016,8558,66030
2005,8559,39160
2012,8560,60655
2012,8560,68986
2015,8561,79777
2003,8565,15273
2003,8565,24018
2011,8566,70238
2011,8566,71658
1996,8567,29710
2006,8568,30909
2006,8568,55122
2006,8568,76236
2002,8570,11393
2014,8572,59573
2014,8572,64888
2015,8575,47785
2015,8575,64257
1998,8576,11297
1981,8577,15003
1981,8577,26990
1981,8577,29166
2006,8579,32297
2006,8579,33044
2006,8580,26162
1998,8580,28659
2006,8580,37099
2005,8581,51721
2005,8581,71290
2006,8582,10367
2006,8582,26217
2006,8582,67116
2000,8583,27413
2006,8583,62758
2000,8583,69892
2002,8584,10721
2016,8586,31090
2016,8586,32453
2003,8587,11072
2003,8587,39412
2003,8587,46772
2003,8587,66148
2012,8588,26462
2000,8589,58696
2006,8590,35577
2006,8590,36099
2001,8590,43073
2001,8590,44649
2006,8590,53694
2006,8590,71922
2017,8591,63303
2003,8592,73519
2008,8593,29554
2008,8593,34339
2008,8593,36340
2008,8593,43798
2008,8593,47993
2008,8593,49420
2008,8593,53647
2008,8593,66618
2006,8594,26340
2004,8595,55839
2004,8595,64564
2015,8596,8597
2015,8596,51669
2015,8597,51669
2014,8597,53832
2014,8597,55001
2004,8598,75829
2012,8599,14791
2012,8599,36041
2006,8600,11444
1999,8600,16208
1999,8600,30796
2009,8600,41803
1998,8600,67242
1999,8600,70352
2006,8602,27285
2005,8603,66137
2005,8604,78650
2012,8605,33001
2015,8605,63956
2014,8606,51640
2014,8606,69843
2004,8607,35504
2005,8608,36139
2005,8608,72971
2006,8612,21339
2006,8612,63981
2008,8613,33629
2002,8614,24400
2004,8614,37855
2002,8614,57852
2005,8615,11645
2005,8615,29552
2006,8615,56132
2005,8616,65105
2005,8617,24941
2005,8617,51686
2005,8617,75044
2006,8618,9089
2006,8619,19199
1998,8623,37702
1998,8623,59653
1998,8623,66010
2005,8624,27526
2005,8624,35190
2015,8625,53221
2015,8627,45735
2003,8629,43855
2002,8630,47644
2013,8631,27016
2013,8631,59950
2013,8632,55256
2003,8633,22506
2004,8633,32329
2003,8633,39668
2004,8633,40010
2003,8633,44865
2004,8633,47895
2004,8633,51232
2004,8633,56126
2003,8633,64040
2004,8633,64070
2004,8633,67154
1998,8634,16649
1998,8634,18196
1998,8634,30637
2007,8635,36747
2007,8635,38941
2004,8636,78069
2003,8638,64252
2005,8639,37469
2014,8641,51640
2014,8641,69843
2006,8642,53725
2004,8643,54494
2005,8645,16811
2002,8647,30631
2005,8651,9974
2005,8651,26094
2005,8651,28402
2005,8651,30946
2006,8651,32449
2005,8651,52938
2005,8651,59337
1997,8652,33083
2006,8652,53683
2006,8654,28864
2001,8655,53348
2005,8656,10289
2006,8659,18897
2006,8659,34147
2003,8660,36281
2003,8660,42738
2011,8661,12080
2011,8661,12913
2011,8661,18154
2005,8662,72722
2006,8663,28329
2005,8665,43906
1992,8666,18765
2011,8668,54840
2002,8669,56082
2005,8670,33593
1978,8671,47339
2011,8672,18094
2005,8673,69789
2005,8673,76476
2005,8674,28093
2004,8674,43602
2005,8674,68356
2009,8675,27105
2009,8675,31648
2009,8677,11223
2010,8677,53756
2002,8678,9164
2004,8678,59589
2007,8679,12663
1991,8680,14730
1991,8680,50886
1991,8680,55184
2002,8681,52098
2015,8682,16893
2015,8682,21062
2015,8682,33174
2015,8682,68295
2015,8682,79216
2006,8683,55416
2013,8684,35234
1999,8686,56564
1998,8687,28189
1999,8687,30831
1999,8687,52924
2006,8688,73585
2014,8689,31835
1997,8692,21436
1997,8692,54027
2001,8694,21397
2006,8695,13910
2006,8695,23237
2006,8696,27891
2006,8696,32673
2009,8700,26252
2005,8701,11652
2004,8701,33325
2004,8701,52822
2005,8701,58428
1993,8707,8878
1993,8707,13082
1993,8707,24566
1993,8707,31380
1993,8707,33183
1993,8707,38350
2015,8708,41721
2003,8709,50326
2003,8710,33258
2006,8712,44325
2006,8712,67653
2005,8713,58755
2004,8714,28329
2004,8714,42084
2004,8714,42451
1987,8715,8851
2001,8715,15009
2001,8715,17085
2001,8715,17099
2001,8715,36752
1987,8715,37463
2001,8715,52313
2003,8715,53381
2001,8715,57551
2004,8716,29635
2004,8716,63112
2004,8716,63651
2006,8717,47142
2006,8717,75310
2005,8718,71847
2000,8719,66655
2006,8722,44613
2006,8724,24787
2013,8727,8942
2003,8728,10034
2012,8731,77150
2006,8732,25503
2003,8734,34177
2005,8737,30116
2005,8737,54590
2004,8738,39612
2003,8739,71313
2012,8741,27538
2012,8741,29400
2013,8741,47874
2013,8741,48311
2011,8742,51621
2011,8742,56532
2003,8743,16185
2003,8744,29521
2003,8744,30690
2002,8744,52607
2002,8744,60528
2003,8746,54491
2002,8747,29781
2003,8748,78362
2009,8749,74941
2001,8750,22461
2004,8751,49641
2004,8751,54526
2004,8751,55338
2005,8753,15392
1995,8754,17799
1990,8754,67046
2012,8758,14024
2002,8759,27942
2002,8759,72304
2015,8763,60209
2010,8765,41539
1999,8766,68270
2002,8766,71343
2000,8768,55247
2004,8769,37503
2014,8771,16571
1994,8772,37650
2005,8772,77407
2013,8774,36043
2016,8774,62016
2003,8777,27285
2012,8778,43970
2006,8779,22121
2015,8780,12309
2016,8780,21839
2004,8782,79174
2001,8784,11790
2001,8784,60801
2006,8785,64700
2011,8786,16941
2011,8786,26583
2015,8786,31822
2006,8787,9536
2000,8789,52542
2015,8791,39120
1980,8792,21738
1980,8792,35940
1980,8792,44178
2004,8793,77992
2005,8794,14176
2005,8794,27035
2005,8794,29590
2014,8795,56953
2005,8797,69234
2004,8798,28625
2004,8798,53920
2004,8798,78820
1998,8799,40674
1998,8799,57798
2004,8800,55632
2012,8802,15304
2012,8802,28143
2014,8803,52604
2004,8804,64103
1978,8805,51973
2003,8805,59442
2000,8807,54060
2016,8809,28461
2004,8810,57321
2006,8811,57468
2016,8812,62362
2001,8813,17466
2001,8813,18872
2001,8813,42394
2001,8813,67147
2001,8815,27542
2016,8816,36845
2016,8816,45122
2016,8816,46551
2003,8817,19285
2006,8819,57263
1997,8820,27869
1997,8820,79806
2016,8821,40183
2016,8821,43556
2016,8823,52003
2016,8823,61994
2014,8825,13611
2014,8825,16316
2011,8827,55645
2011,8827,72781
2016,8829,70279
2003,8830,18422
2003,8830,27514
2003,8830,31756
1999,8831,58917
2004,8832,18984
2016,8833,20740
2016,8833,28628
2001,8834,13989
2005,8834,17734
2005,8834,30089
2005,8834,36839
2005,8834,39599
2005,8834,46923
2005,8834,58844
2005,8834,62089
2005,8834,68981
2005,8834,78782
2004,8835,18206
2004,8835,22091
2004,8835,37363
2006,8836,22540
2002,8836,26013
2002,8836,55468
2003,8836,59468
2006,8836,63219
2006,8837,40390
2004,8838,21983
2004,8838,59331
2004,8838,61617
2015,8839,31014
2006,8840,30153
2006,8840,30293
2006,8840,38325
2006,8840,41597
2006,8840,48208
2006,8840,51337
2006,8840,59237
2006,8840,73332
2006,8840,75912
2006,8840,78993
2000,8841,58369
1999,8841,74421
2005,8842,56636
2005,8842,76909
2003,8843,63631
2006,8844,54984
2006,8844,75285
2005,8846,26342
2004,8848,13161
2004,8848,15671
2004,8848,20815
2006,8850,15275
2006,8850,19903
2006,8850,34220
2006,8850,40023
2006,8850,40339
2006,8850,40933
2006,8850,53474
2006,8850,58035
2006,8850,66329
2006,8850,80238
1987,8851,37463
1987,8851,52912
1999,8852,40302
2001,8853,19855
2001,8853,29633
2001,8853,59987
2003,8854,54632
2005,8855,45068
2014,8856,33208
1992,8857,24258
2006,8858,48877
2001,8859,39466
2013,8860,27638
1961,8861,37517
2007,8862,33945
2015,8864,45875
2004,8865,32106
2004,8865,46250
2015,8866,40638
2002,8868,12213
2004,8868,25660
2002,8868,36696
2002,8868,51380
2001,8870,74972
2001,8872,65414
2014,8875,42919
2006,8876,39561
1993,8878,31380
1993,8878,33183
1993,8878,44600
1993,8878,44973
2002,8879,16106
2002,8879,17000
2005,8881,45718
2002,8883,18537
2008,8885,15892
2008,8885,33640
2008,8885,35413
2014,8886,24854
2014,8886,34090
2006,8888,58910
2010,8891,25767
2010,8891,67195
2016,8892,55407
2016,8892,62095
2005,8893,63253
2016,8895,26494
2008,8896,44316
2016,8899,74484
2004,8901,13878
2004,8901,53552
2012,8902,9739
2012,8902,67841
2006,8903,42292
2006,8903,76895
2003,8904,41081
2001,8906,31413
2001,8909,17128
2004,8909,30086
1997,8912,47188
2004,8912,72628
1999,8913,42352
2003,8914,32609
2004,8916,15978
2004,8916,33336
2004,8916,57325
1980,8917,16398
1980,8917,35940
1980,8917,61342
2005,8919,15010
2004,8919,29679
2006,8920,29026
2001,8921,35683
2003,8922,61766
2004,8924,68775
2011,8926,35415
2004,8928,49375
2006,8929,20555
2005,8929,26622
2005,8929,38685
2004,8929,50635
2005,8930,42963
2005,8930,61167
2005,8930,65928
2008,8931,27081
2007,8931,51955
2007,8931,56615
2012,8937,44244
2015,8937,73142
2015,8937,76447
2006,8939,36643
2010,8939,38810
2006,8939,59604
2005,8940,9214
2005,8940,26715
2016,8940,29019
2016,8940,38837
2016,8940,68181
2006,8941,38158
2006,8941,56497
2013,8942,14194
2013,8942,46807
1999,8944,51310
2005,8945,19399
2004,8946,69439
2006,8947,33008
2003,8947,54513
2006,8947,66303
2006,8948,72335
2004,8949,22789
2004,8953,37659
2003,8954,49488
2015,8954,49687
2003,8954,52027
2004,8954,52442
2006,8956,25369
2014,8957,23724
2014,8957,73043
2007,8958,75041
2006,8959,11230
2006,8959,45755
2016,8960,63411
2015,8961,58609
2013,8963,40735
2002,8965,11007
2003,8965,61775
2002,8966,10061
2002,8966,63676
2001,8967,30354
2001,8968,40002
2016,8969,16728
2016,8969,22075
2016,8969,24610
2016,8969,44692
2016,8969,50904
2016,8969,58914
2016,8969,60366
2016,8969,61621
2015,8969,62289
2005,8969,62948
2016,8969,63167
2012,8970,63841
2012,8970,68343
2014,8971,9298
2014,8971,34026
2003,8972,32750
2003,8972,42738
1961,8973,54181
2016,8974,15056
2016,8974,52082
2003,8977,53897
2003,8977,79924
2001,8978,11443
2016,8980,19203
2016,8980,28520
2016,8980,29110
2005,8981,67890
2003,8983,54639
2003,8983,55861
2003,8983,69175
2006,8985,29321
1964,8986,20614
2016,8986,43167
2016,8986,46358
2016,8986,48246
2016,8986,50299
2016,8986,53175
2002,8987,56522
2002,8987,73613
2002,8987,77570
2005,8989,33521
2016,8990,74337
1995,8991,42315
2000,8994,52207
2004,8995,59085
2004,8995,71955
1999,8996,26066
1997,8996,79323
2006,8997,9384
2011,8998,18344
2011,8998,32475
2016,8999,79921
1994,9000,23291
2004,9000,27731
2004,9000,30230
2004,9000,43394
2004,9000,46488
2004,9000,56284
2006,9001,18123
2015,9005,78831
2002,9006,14869
2005,9011,56417
2014,9013,46460
2014,9013,66451
2001,9016,59788
2001,9016,66129
2005,9017,58954
2004,9019,52621
2013,9021,29938
2005,9023,24595
2004,9023,71726
2006,9028,11389
2014,9029,18108
2014,9029,54329
2014,9030,28784
2014,9030,51006
2014,9030,63111
2005,9032,24320
2005,9032,75605
2005,9032,80161
1999,9033,23457
2003,9033,24689
2001,9033,26095
2003,9033,41225
2003,9033,65232
1999,9033,66658
2004,9034,77632
1998,9035,57526
2006,9038,46783
2006,9039,11524
2004,9039,29501
2004,9039,52114
2004,9039,56470
1997,9040,33153
1997,9040,72519
2002,9040,72553
2003,9043,71877
2005,9046,68321
2014,9050,20407
2014,9050,77309
1999,9053,38475
2013,9055,44086
2013,9055,45030
2006,9056,19580
2001,9056,23556
2006,9056,25847
2001,9056,30955
2006,9056,31407
2006,9056,64742
2006,9057,16001
2009,9058,62084
2009,9058,67606
2006,9059,37347
2006,9059,71633
2007,9060,19793
2007,9060,54348
2012,9061,41460
2001,9061,52937
2006,9062,23121
2006,9062,26765
2006,9064,52696
2003,9065,17074
2003,9065,61629
2003,9065,72915
2004,9066,66550
2001,9067,36451
2001,9067,45458
2016,9068,26715
1999,9068,42625
2016,9068,52738
2014,9068,77619
2006,9069,28152
2004,9070,15622
2000,9070,47467
2004,9070,56720
2002,9073,11128
2002,9073,14707
2002,9073,37284
1998,9074,75052
2005,9076,54834
2005,9076,73539
2005,9078,42943
2004,9080,13799
2004,9080,15324
2004,9080,17592
2004,9080,26272
2004,9080,41530
2004,9080,56291
2004,9080,61522
2004,9080,63260
2004,9080,67053
2004,9080,68381
2007,9084,30898
2006,9085,61582
2004,9087,56894
2006,9088,19598
2006,9088,31392
2006,9088,75251
1998,9089,26437
2006,9090,13268
2006,9090,14193
2016,9090,41477
2005,9090,67929
2006,9091,11415
2012,9092,13652
2012,9092,34296
2014,9093,18003
2017,9093,31468
2011,9093,58357
2016,9093,60931
2007,9093,65210
2016,9096,30109
1965,9098,31631
2002,9100,10240
2002,9101,16693
2002,9101,64263
2016,9103,68599
2016,9103,76637
2007,9104,57221
2007,9104,64763
1997,9105,18922
1997,9105,27855
2014,9108,29237
2014,9108,30863
2014,9108,46291
2009,9109,17427
2009,9109,20001
2004,9109,21977
2001,9109,24145
2009,9109,30343
2006,9109,35680
2009,9109,35934
2009,9109,39235
2001,9109,40113
2005,9109,41582
2001,9109,44253
2009,9109,57387
2006,9109,58266
2009,9109,59256
2009,9109,63104
2009,9109,65347
2009,9109,74708
2014,9111,18746
2014,9111,19154
2014,9111,59347
2006,9115,16514
2006,9115,30895
2015,9118,38752
2002,9119,10012
1996,9119,52047
1988,9119,74755
2014,9119,76936
1999,9120,34761
1999,9120,48567
2005,9120,77026
2016,9124,67135
2000,9126,61443
2005,9127,12486
2005,9127,30926
2004,9129,31889
1986,9130,20394
2014,9132,24995
2009,9133,58286
2009,9133,64455
2006,9135,30546
2004,9137,49669
2003,9137,51945
2003,9137,58126
2009,9140,10418
2009,9140,61756
2005,9141,50876
2005,9142,66463
2006,9143,63271
2006,9146,51897
2006,9149,10115
2006,9149,26222
2006,9149,51115
2006,9149,58144
2006,9149,66530
2006,9149,77537
2002,9150,35945
2002,9150,63531
2002,9152,62549
2005,9153,57079
2005,9161,17457
2005,9161,35262
2006,9162,43156
2003,9162,46827
2003,9162,55034
2003,9162,63093
2003,9162,74404
1999,9165,31335
2015,9166,70164
2006,9167,53698
2006,9167,70146
2016,9168,9287
2016,9168,59013
2000,9171,75881
2003,9174,10769
2004,9174,73093
2004,9175,34449
2002,9178,30066
2015,9179,36717
2013,9179,57637
2015,9179,79793
1999,9180,48803
2006,9181,53050
2016,9183,17086
2016,9183,23977
2016,9183,60672
2016,9183,69603
2016,9183,72655
2006,9184,32240
2015,9185,25994
2015,9185,26227
2015,9185,41750
2006,9185,54828
2015,9185,55611
2015,9185,70941
2005,9186,42965
2006,9186,58797
2003,9187,52163
2003,9187,61214
2009,9188,23955
2009,9188,76548
2006,9189,48317
2001,9190,47233
1998,9193,29556
2015,9194,40925
2015,9194,75523
2004,9195,41164
2006,9196,15511
2000,9196,29742
2006,9196,45787
2006,9196,50945
2006,9196,60991
2006,9196,79956
2000,9197,15170
2001,9198,9387
2002,9199,37612
2002,9199,39146
2016,9200,52016
2002,9202,26784
2006,9203,34881
1999,9206,53375
1999,9206,60985
1999,9206,66246
2006,9207,20861
2011,9208,10294
2011,9208,27551
2002,9209,36805
2002,9209,58645
2002,9209,59307
2001,9210,37636
2006,9212,29998
2009,9213,42344
1997,9213,55033
2009,9213,58493
2005,9214,26715
2005,9214,63202
2001,9215,24408
1990,9215,54085
2005,9216,68914
2005,9216,69973
2005,9219,42520
2005,9219,51667
2005,9219,57346
2005,9219,60806
2011,9220,34561
2006,9220,54689
2006,9220,66296
2004,9222,65432
2011,9224,60264
2011,9224,65047
2006,9226,28896
2006,9226,32253
2003,9227,11063
2006,9228,53336
2000,9228,57986
1999,9229,34961
2012,9231,46030
2006,9234,63843
2011,9235,21756
2011,9237,31275
2004,9237,54691
2012,9238,71874
2016,9239,23114
2016,9239,25638
2002,9240,65432
2001,9240,75626
1996,9242,31790
2003,9244,59178
2006,9245,64433
2006,9246,53656
2016,9247,79338
2005,9248,55178
2005,9248,64658
2015,9249,52195
2015,9249,74885
2000,9251,56594
2004,9253,69410
2009,9253,71778
2005,9254,28356
2005,9254,41722
2005,9254,63511
2006,9255,47995
2004,9257,20841
2002,9260,36646
2002,9261,66212
2003,9262,78454
1999,9263,25856
2002,9263,51965
2006,9263,65848
2001,9264,34021
2010,9264,46130
2006,9270,57176
2006,9272,21224
1999,9272,53402
2006,9272,65203
2015,9273,30687
2015,9273,59183
2003,9276,18298
2009,9278,9657
2009,9278,56906
1998,9279,75895
2000,9280,64136
2002,9281,10902
2009,9282,54688
1965,9283,47589
2014,9284,19409
1999,9285,57267
2016,9287,59013
2004,9288,14657
2006,9289,59432
2006,9289,66524
2004,9290,45059
2004,9290,49813
2002,9290,55245
2002,9290,60687
2004,9290,79203
2005,9294,9404
2013,9297,30159
2013,9297,58108
2013,9297,64947
2013,9297,78576
2013,9299,9644
2010,9307,12152
2010,9307,46856
2010,9307,77553
2014,9311,30030
2006,9312,54250
2006,9312,62070
2005,9313,11508
2005,9313,46930
2013,9314,27687
2006,9314,38494
2013,9314,53134
2005,9315,28799
2014,9316,17875
2014,9316,21694
2014,9316,33536
2014,9316,47802
1992,9318,66887
1999,9319,45672
2002,9321,12303
2004,9321,22171
2002,9321,27295
2004,9321,40131
2002,9321,64597
2005,9322,61757
2005,9322,69488
2004,9324,74075
2002,9327,65261
2003,9328,28690
2003,9328,77043
2003,9329,31649
2003,9329,35665
2006,9329,51689
2000,9329,57444
2003,9329,65490
2002,9329,70225
2003,9329,72437
2012,9331,22537
2015,9334,16044
2012,9338,17702
2000,9341,9726
2005,9342,53882
